index,operationName,file,originalCategory,domain,confidence,matchedBy
153,GenerateDeBruijnSequence,GenerateDeBruijnSequence.mjs,misc,misc-uncategorized,low,<no-rule-match>
164,GOSTKeyUnwrap,GOSTKeyUnwrap.mjs,misc,misc-uncategorized,low,<no-rule-match>
165,GOSTKeyWrap,GOSTKeyWrap.mjs,misc,misc-uncategorized,low,<no-rule-match>
166,GOSTSign,GOSTSign.mjs,misc,misc-uncategorized,low,<no-rule-match>
167,GOSTVerify,GOSTVerify.mjs,misc,misc-uncategorized,low,<no-rule-match>
170,HAS160,HAS160.mjs,misc,misc-uncategorized,low,<no-rule-match>
172,HASSHClientFingerprint,HASSHClientFingerprint.mjs,misc,misc-uncategorized,low,<no-rule-match>
173,HASSHServerFingerprint,HASSHServerFingerprint.mjs,misc,misc-uncategorized,low,<no-rule-match>
174,HaversineDistance,HaversineDistance.mjs,misc,misc-uncategorized,low,<no-rule-match>
176,HeatmapChart,HeatmapChart.mjs,misc,misc-uncategorized,low,<no-rule-match>
181,Ignore ranges,IPv6TransitionAddresses.mjs,misc,misc-uncategorized,low,<no-rule-match>
187,Include network info,ParseIPRange.mjs,parsing/format,misc-uncategorized,low,<no-rule-match>
192,IndexOfCoincidence,IndexOfCoincidence.mjs,misc,misc-uncategorized,low,<no-rule-match>
193,Input format,ChangeIPFormat.mjs,misc,misc-uncategorized,low,<no-rule-match>
194,Input Format,ConvertCoordinateFormat.mjs,misc,misc-uncategorized,low,<no-rule-match>
195,Input format,ParseCSR.mjs,parsing/format,misc-uncategorized,low,<no-rule-match>
199,Input format,PlayMedia.mjs,misc,misc-uncategorized,low,<no-rule-match>
202,Input units,ConvertArea.mjs,compression,misc-uncategorized,low,<no-rule-match>
203,Input units,ConvertDataUnits.mjs,misc,misc-uncategorized,low,<no-rule-match>
204,Input units,ConvertDistance.mjs,misc,misc-uncategorized,low,<no-rule-match>
205,Input units,ConvertMass.mjs,misc,misc-uncategorized,low,<no-rule-match>
206,Input units,ConvertSpeed.mjs,misc,misc-uncategorized,low,<no-rule-match>
211,JA3Fingerprint,JA3Fingerprint.mjs,misc,misc-uncategorized,low,<no-rule-match>
212,JA3SFingerprint,JA3SFingerprint.mjs,misc,misc-uncategorized,low,<no-rule-match>
213,JA4Fingerprint,JA4Fingerprint.mjs,misc,misc-uncategorized,low,<no-rule-match>
214,JA4ServerFingerprint,JA4ServerFingerprint.mjs,misc,misc-uncategorized,low,<no-rule-match>
215,JavaScriptMinify,JavaScriptMinify.mjs,parsing/format,misc-uncategorized,low,<no-rule-match>
217,Jq,Jq.mjs,misc,misc-uncategorized,low,<no-rule-match>
226,Key,ADD.mjs,misc,misc-uncategorized,low,<no-rule-match>
229,Key,AND.mjs,misc,misc-uncategorized,low,<no-rule-match>
232,Key,CMAC.mjs,misc,misc-uncategorized,low,<no-rule-match>
239,Key,OR.mjs,misc,misc-uncategorized,low,<no-rule-match>
242,Key,Rabbit.mjs,misc,misc-uncategorized,low,<no-rule-match>
245,Key,SUB.mjs,misc,misc-uncategorized,low,<no-rule-match>
246,Key,Salsa20.mjs,crypto/hash,misc-uncategorized,low,<no-rule-match>
249,Key,VigenèreDecode.mjs,misc,misc-uncategorized,low,<no-rule-match>
250,Key,VigenèreEncode.mjs,misc,misc-uncategorized,low,<no-rule-match>
251,Key,XOR.mjs,encoding/cipher,misc-uncategorized,low,<no-rule-match>
252,Key,XSalsa20.mjs,crypto/hash,misc-uncategorized,low,<no-rule-match>
257,Key length,XORBruteForce.mjs,encoding/cipher,misc-uncategorized,low,<no-rule-match>
258,Key type,GeneratePGPKeyPair.mjs,misc,misc-uncategorized,low,<no-rule-match>
261,Label name,Jump.mjs,misc,misc-uncategorized,low,<no-rule-match>
262,Language,SyntaxHighlighter.mjs,misc,misc-uncategorized,low,<no-rule-match>
263,Length,GenerateLoremIpsum.mjs,misc,misc-uncategorized,low,<no-rule-match>
265,LevenshteinDistance,LevenshteinDistance.mjs,misc,misc-uncategorized,low,<no-rule-match>
267,Location info,JavaScriptParser.mjs,parsing/format,misc-uncategorized,low,<no-rule-match>
271,LZ4Compress,LZ4Compress.mjs,compression,misc-uncategorized,low,<no-rule-match>
272,LZ4Decompress,LZ4Decompress.mjs,compression,misc-uncategorized,low,<no-rule-match>
273,LZMACompress,LZMACompress.mjs,compression,misc-uncategorized,low,<no-rule-match>
274,LZMADecompress,LZMADecompress.mjs,compression,misc-uncategorized,low,<no-rule-match>
275,LZNT1Decompress,LZNT1Decompress.mjs,compression,misc-uncategorized,low,<no-rule-match>
276,LZStringCompress,LZStringCompress.mjs,compression,misc-uncategorized,low,<no-rule-match>
277,LZStringDecompress,LZStringDecompress.mjs,compression,misc-uncategorized,low,<no-rule-match>
282,Merge,Merge.mjs,misc,misc-uncategorized,low,<no-rule-match>
284,MicrosoftScriptDecoder,MicrosoftScriptDecoder.mjs,parsing/format,misc-uncategorized,low,<no-rule-match>
287,Name,GenerateHOTP.mjs,misc,misc-uncategorized,low,<no-rule-match>
288,Name,GenerateTOTP.mjs,misc,misc-uncategorized,low,<no-rule-match>
289,Name,Label.mjs,misc,misc-uncategorized,low,<no-rule-match>
292,NOT,NOT.mjs,misc,misc-uncategorized,low,<no-rule-match>
295,Numberwang,Numberwang.mjs,misc,misc-uncategorized,low,<no-rule-match>
298,Offset,DecodeNetBIOSName.mjs,misc,misc-uncategorized,low,<no-rule-match>
299,Offset,EncodeNetBIOSName.mjs,misc,misc-uncategorized,low,<no-rule-match>
300,OpticalCharacterRecognition,OpticalCharacterRecognition.mjs,misc,misc-uncategorized,low,<no-rule-match>
305,ParseColourCode,ParseColourCode.mjs,parsing/format,misc-uncategorized,low,<no-rule-match>
306,ParseIPv6Address,ParseIPv6Address.mjs,parsing/format,misc-uncategorized,low,<no-rule-match>
308,ParseQRCode,ParseQRCode.mjs,parsing/format,misc-uncategorized,low,<no-rule-match>
309,ParseSSHHostKey,ParseSSHHostKey.mjs,parsing/format,misc-uncategorized,low,<no-rule-match>
310,ParseTCP,ParseTCP.mjs,parsing/format,misc-uncategorized,low,<no-rule-match>
311,ParseTLSRecord,ParseTLSRecord.mjs,parsing/format,misc-uncategorized,low,<no-rule-match>
312,ParseTLV,ParseTLV.mjs,parsing/format,misc-uncategorized,low,<no-rule-match>
313,ParseUDP,ParseUDP.mjs,parsing/format,misc-uncategorized,low,<no-rule-match>
316,ParseUserAgent,ParseUserAgent.mjs,parsing/format,misc-uncategorized,low,<no-rule-match>
317,Passphrase,DeriveEVPKey.mjs,parsing/format,misc-uncategorized,low,<no-rule-match>
322,PEMToJWK,JWKToPem.mjs,parsing/format,misc-uncategorized,low,<no-rule-match>
323,PEMToJWK,PEMToJWK.mjs,parsing/format,misc-uncategorized,low,<no-rule-match>
324,PHPSerialize,PHPSerialize.mjs,parsing/format,misc-uncategorized,low,<no-rule-match>
325,Plaintext,Substitute.mjs,misc,misc-uncategorized,low,<no-rule-match>
326,PlistViewer,PLISTViewer.mjs,misc,misc-uncategorized,low,<no-rule-match>
328,PowerSet,PowerSet.mjs,misc,misc-uncategorized,low,<no-rule-match>
331,Preserve comments,CSSMinify.mjs,parsing/format,misc-uncategorized,low,<no-rule-match>
337,PubKeyFromCert,PubKeyFromCert.mjs,misc,misc-uncategorized,low,<no-rule-match>
338,PubKeyFromPrivKey,PubKeyFromPrivKey.mjs,misc,misc-uncategorized,low,<no-rule-match>
341,Public key of signer,PGPVerify.mjs,misc,misc-uncategorized,low,<no-rule-match>
342,Radix,FromBase.mjs,misc,misc-uncategorized,low,<no-rule-match>
344,Radix,ToBase.mjs,misc,misc-uncategorized,low,<no-rule-match>
347,RAKE,RAKE.mjs,misc,misc-uncategorized,low,<no-rule-match>
348,RandomizeColourPalette,RandomizeColourPalette.mjs,misc,misc-uncategorized,low,<no-rule-match>
349,RawDeflate,RawDeflate.mjs,compression,misc-uncategorized,low,<no-rule-match>
350,RawInflate,RawInflate.mjs,compression,misc-uncategorized,low,<no-rule-match>
352,RemoveDiacritics,RemoveDiacritics.mjs,misc,misc-uncategorized,low,<no-rule-match>
356,RenderMarkdown,RenderMarkdown.mjs,parsing/format,misc-uncategorized,low,<no-rule-match>
358,Return,Return.mjs,misc,misc-uncategorized,low,<no-rule-match>
359,RisonDecode,RisonDecode.mjs,misc,misc-uncategorized,low,<no-rule-match>
360,RisonEncode,RisonEncode.mjs,misc,misc-uncategorized,low,<no-rule-match>
367,RotateLeft,RotateLeft.mjs,encoding/cipher,misc-uncategorized,low,<no-rule-match>
368,RotateRight,RotateRight.mjs,encoding/cipher,misc-uncategorized,low,<no-rule-match>
377,Sample delimiter,Diff.mjs,text/transform,misc-uncategorized,low,<no-rule-match>
378,Sample delimiter,OffsetChecker.mjs,misc,misc-uncategorized,low,<no-rule-match>
379,ScanForEmbeddedFiles,ScanForEmbeddedFiles.mjs,misc,misc-uncategorized,low,<no-rule-match>
380,ScatterChart,ScatterChart.mjs,misc,misc-uncategorized,low,<no-rule-match>
381,Scheme,FromBCD.mjs,misc,misc-uncategorized,low,<no-rule-match>
382,Scheme,ToBCD.mjs,misc,misc-uncategorized,low,<no-rule-match>
384,Search string,CountOccurrences.mjs,misc,misc-uncategorized,low,<no-rule-match>
386,SeriesChart,SeriesChart.mjs,misc,misc-uncategorized,low,<no-rule-match>
387,SetDifference,SetDifference.mjs,text/transform,misc-uncategorized,low,<no-rule-match>
388,SetIntersection,SetIntersection.mjs,misc,misc-uncategorized,low,<no-rule-match>
389,SetUnion,SetUnion.mjs,misc,misc-uncategorized,low,<no-rule-match>
394,Show 0%s,FrequencyDistribution.mjs,misc,misc-uncategorized,low,<no-rule-match>
396,ShowOnMap,ShowOnMap.mjs,misc,misc-uncategorized,low,<no-rule-match>
397,Shuffle,Shuffle.mjs,misc,misc-uncategorized,low,<no-rule-match>
398,Sigaba,SIGABA.mjs,misc,misc-uncategorized,low,<no-rule-match>
399,Size,BLAKE2b.mjs,crypto/hash,misc-uncategorized,low,<no-rule-match>
400,Size,BLAKE2s.mjs,crypto/hash,misc-uncategorized,low,<no-rule-match>
406,SM3,SM3.mjs,misc,misc-uncategorized,low,<no-rule-match>
407,Snefru,Snefru.mjs,misc,misc-uncategorized,low,<no-rule-match>
412,SQLMinify,SQLMinify.mjs,parsing/format,misc-uncategorized,low,<no-rule-match>
413,SSDEEP,SSDEEP.mjs,misc,misc-uncategorized,low,<no-rule-match>
424,SymmetricDifference,SymmetricDifference.mjs,text/transform,misc-uncategorized,low,<no-rule-match>
427,Template,Template.mjs,misc,misc-uncategorized,low,<no-rule-match>
428,TextEncodingBruteForce,TextEncodingBruteForce.mjs,misc,misc-uncategorized,low,<no-rule-match>
444,Typex,Typex.mjs,misc,misc-uncategorized,low,<no-rule-match>
445,UnescapeString,UnescapeString.mjs,misc,misc-uncategorized,low,<no-rule-match>
450,Untar,Untar.mjs,compression,misc-uncategorized,low,<no-rule-match>
452,VarIntDecode,VarIntDecode.mjs,misc,misc-uncategorized,low,<no-rule-match>
453,VarIntEncode,VarIntEncode.mjs,misc,misc-uncategorized,low,<no-rule-match>
454,ViewBitPlane,ViewBitPlane.mjs,misc,misc-uncategorized,low,<no-rule-match>
458,XKCDRandomNumber,XKCDRandomNumber.mjs,misc,misc-uncategorized,low,<no-rule-match>
464,ZlibDeflate,ZlibDeflate.mjs,compression,misc-uncategorized,low,<no-rule-match>
465,ZlibInflate,ZlibInflate.mjs,compression,misc-uncategorized,low,<no-rule-match>
